Merchant ID,Merchant Name,Merchant Type,Pickup Hub(s),Total Slabs,Flagged Count,Flagged Details (JSON)
432,N/A,Regular,N/A,12,12,"[{""zone"": ""ISD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""ISD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""ISD-RSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 130.0, ""discount"": 10, ""final_rate"": 120.0, ""threshold"": 65}, {""zone"": ""RSD-ISD"", ""weight_g"": ""1000-1500"", ""base_cost"": 130.0, ""discount"": 10, ""final_rate"": 120.0, ""threshold"": 65}, {""zone"": ""RSD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""RSD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-ISD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-ISD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-RSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-RSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 120.0, ""discount"": 20, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 180.0, ""discount"": 30, ""final_rate"": 150.0, ""threshold"": 85}]"
433,Patabd.com,Regular,N/A,12,12,"[{""zone"": ""ISD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""ISD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""ISD-RSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 130.0, ""discount"": 10, ""final_rate"": 120.0, ""threshold"": 65}, {""zone"": ""RSD-ISD"", ""weight_g"": ""1000-1500"", ""base_cost"": 130.0, ""discount"": 10, ""final_rate"": 120.0, ""threshold"": 65}, {""zone"": ""RSD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""RSD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-ISD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-ISD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-RSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-RSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 120.0, ""discount"": 20, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 180.0, ""discount"": 30, ""final_rate"": 150.0, ""threshold"": 85}]"
435,N/A,Regular,N/A,12,12,"[{""zone"": ""ISD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""ISD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""ISD-RSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 130.0, ""discount"": 10, ""final_rate"": 120.0, ""threshold"": 65}, {""zone"": ""RSD-ISD"", ""weight_g"": ""1000-1500"", ""base_cost"": 130.0, ""discount"": 10, ""final_rate"": 120.0, ""threshold"": 65}, {""zone"": ""RSD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""RSD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-ISD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-ISD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-RSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-RSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 120.0, ""discount"": 20, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 180.0, ""discount"": 30, ""final_rate"": 150.0, ""threshold"": 85}]"
443,N/A,Regular,N/A,12,12,"[{""zone"": ""ISD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""ISD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""ISD-RSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 130.0, ""discount"": 10, ""final_rate"": 120.0, ""threshold"": 65}, {""zone"": ""RSD-ISD"", ""weight_g"": ""1000-1500"", ""base_cost"": 130.0, ""discount"": 10, ""final_rate"": 120.0, ""threshold"": 65}, {""zone"": ""RSD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""RSD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-ISD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-ISD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-RSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-RSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 120.0, ""discount"": 20, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 180.0, ""discount"": 30, ""final_rate"": 150.0, ""threshold"": 85}]"
444,N/A,Regular,N/A,12,12,"[{""zone"": ""ISD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""ISD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""ISD-RSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 130.0, ""discount"": 10, ""final_rate"": 120.0, ""threshold"": 65}, {""zone"": ""RSD-ISD"", ""weight_g"": ""1000-1500"", ""base_cost"": 130.0, ""discount"": 10, ""final_rate"": 120.0, ""threshold"": 65}, {""zone"": ""RSD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""RSD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-ISD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-ISD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-RSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-RSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 120.0, ""discount"": 20, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 180.0, ""discount"": 30, ""final_rate"": 150.0, ""threshold"": 85}]"
445,N/A,Regular,N/A,12,12,"[{""zone"": ""ISD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""ISD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""ISD-RSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 130.0, ""discount"": 10, ""final_rate"": 120.0, ""threshold"": 65}, {""zone"": ""RSD-ISD"", ""weight_g"": ""1000-1500"", ""base_cost"": 130.0, ""discount"": 10, ""final_rate"": 120.0, ""threshold"": 65}, {""zone"": ""RSD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""RSD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-ISD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-ISD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-RSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-RSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 120.0, ""discount"": 20, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 180.0, ""discount"": 30, ""final_rate"": 150.0, ""threshold"": 85}]"
448,N/A,Regular,N/A,12,12,"[{""zone"": ""ISD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""ISD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""ISD-RSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 130.0, ""discount"": 10, ""final_rate"": 120.0, ""threshold"": 65}, {""zone"": ""RSD-ISD"", ""weight_g"": ""1000-1500"", ""base_cost"": 130.0, ""discount"": 10, ""final_rate"": 120.0, ""threshold"": 65}, {""zone"": ""RSD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""RSD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-ISD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-ISD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-RSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-RSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 120.0, ""discount"": 20, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 180.0, ""discount"": 30, ""final_rate"": 150.0, ""threshold"": 85}]"
450,N/A,Regular,N/A,12,12,"[{""zone"": ""ISD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""ISD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""ISD-RSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 130.0, ""discount"": 10, ""final_rate"": 120.0, ""threshold"": 65}, {""zone"": ""RSD-ISD"", ""weight_g"": ""1000-1500"", ""base_cost"": 130.0, ""discount"": 10, ""final_rate"": 120.0, ""threshold"": 65}, {""zone"": ""RSD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""RSD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-ISD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-ISD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-RSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-RSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 120.0, ""discount"": 20, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 180.0, ""discount"": 30, ""final_rate"": 150.0, ""threshold"": 85}]"
454,N/A,Regular,N/A,12,12,"[{""zone"": ""ISD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""ISD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""ISD-RSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 130.0, ""discount"": 10, ""final_rate"": 120.0, ""threshold"": 65}, {""zone"": ""RSD-ISD"", ""weight_g"": ""1000-1500"", ""base_cost"": 130.0, ""discount"": 10, ""final_rate"": 120.0, ""threshold"": 65}, {""zone"": ""RSD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""RSD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-ISD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-ISD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-RSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-RSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 120.0, ""discount"": 20, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 180.0, ""discount"": 30, ""final_rate"": 150.0, ""threshold"": 85}]"
461,N/A,Regular,N/A,12,12,"[{""zone"": ""ISD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""ISD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""ISD-RSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 130.0, ""discount"": 10, ""final_rate"": 120.0, ""threshold"": 65}, {""zone"": ""RSD-ISD"", ""weight_g"": ""1000-1500"", ""base_cost"": 130.0, ""discount"": 10, ""final_rate"": 120.0, ""threshold"": 65}, {""zone"": ""RSD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""RSD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-ISD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-ISD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-RSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-RSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 120.0, ""discount"": 20, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 180.0, ""discount"": 30, ""final_rate"": 150.0, ""threshold"": 85}]"
465,N/A,Regular,N/A,12,12,"[{""zone"": ""ISD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""ISD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""ISD-RSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 130.0, ""discount"": 10, ""final_rate"": 120.0, ""threshold"": 65}, {""zone"": ""RSD-ISD"", ""weight_g"": ""1000-1500"", ""base_cost"": 130.0, ""discount"": 10, ""final_rate"": 120.0, ""threshold"": 65}, {""zone"": ""RSD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""RSD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-ISD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-ISD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-RSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-RSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 120.0, ""discount"": 20, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 180.0, ""discount"": 30, ""final_rate"": 150.0, ""threshold"": 85}]"
467,N/A,Regular,N/A,12,12,"[{""zone"": ""ISD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""ISD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""ISD-RSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 130.0, ""discount"": 10, ""final_rate"": 120.0, ""threshold"": 65}, {""zone"": ""RSD-ISD"", ""weight_g"": ""1000-1500"", ""base_cost"": 130.0, ""discount"": 10, ""final_rate"": 120.0, ""threshold"": 65}, {""zone"": ""RSD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""RSD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-ISD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-ISD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-RSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-RSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 120.0, ""discount"": 20, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 180.0, ""discount"": 30, ""final_rate"": 150.0, ""threshold"": 85}]"
475,N/A,Regular,N/A,12,12,"[{""zone"": ""ISD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""ISD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""ISD-RSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 130.0, ""discount"": 10, ""final_rate"": 120.0, ""threshold"": 65}, {""zone"": ""RSD-ISD"", ""weight_g"": ""1000-1500"", ""base_cost"": 130.0, ""discount"": 10, ""final_rate"": 120.0, ""threshold"": 65}, {""zone"": ""RSD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""RSD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-ISD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-ISD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-RSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-RSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 120.0, ""discount"": 20, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 180.0, ""discount"": 30, ""final_rate"": 150.0, ""threshold"": 85}]"
481,N/A,Regular,N/A,12,12,"[{""zone"": ""ISD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""ISD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""ISD-RSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 130.0, ""discount"": 10, ""final_rate"": 120.0, ""threshold"": 65}, {""zone"": ""RSD-ISD"", ""weight_g"": ""1000-1500"", ""base_cost"": 130.0, ""discount"": 10, ""final_rate"": 120.0, ""threshold"": 65}, {""zone"": ""RSD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""RSD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-ISD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-ISD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-RSD"", ""weight_g"": ""0-200"", ""base_cost"": 110.0, ""discount"": 10, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-RSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 170.0, ""discount"": 20, ""final_rate"": 150.0, ""threshold"": 85}, {""zone"": ""OSD-OSD"", ""weight_g"": ""0-200"", ""base_cost"": 120.0, ""discount"": 20, ""final_rate"": 100.0, ""threshold"": 85}, {""zone"": ""OSD-OSD"", ""weight_g"": ""1000-1500"", ""base_cost"": 180.0, ""discount"": 30, ""final_rate"": 150.0, ""threshold"": 85}]"
